Temperature,Humidity,Day_Hour
nan,nan
nan,nan
nan,nan
28.20,73.70
28.20,73.70
28.20,73.70
28.20,73.60
28.20,73.70
28.20,73.90
28.20,73.90
28.20,74.00
28.20,73.70
28.20,73.90
28.20,73.80
28.20,74.00
28.20,73.80
28.20,73.80
28.10,74.00
28.20,73.80
28.20,73.90
28.20,73.90
28.20,73.90
28.20,74.00
28.20,73.90
28.20,73.90
28.20,74.00
28.20,73.90
28.20,73.90
28.10,74.00
28.20,73.90
28.20,73.80
28.20,73.80
28.20,73.80
28.10,73.90
28.20,73.90
28.20,74.00
28.20,74.00
28.10,73.90
28.10,73.80
28.10,74.00
28.20,74.00
28.10,74.10
28.20,73.90
28.10,74.20
28.10,74.70
28.10,74.70
28.10,74.70
27.80,76.00
27.80,75.80
27.90,76.00
27.80,75.90
27.90,75.90
27.90,75.80
27.90,75.80
27.90,75.70
27.90,75.70
27.90,75.70
28.00,75.70
27.90,75.60
27.90,75.70
27.90,75.50
27.90,75.50
28.00,75.50
28.00,75.50
28.00,75.50
28.00,75.40
28.00,75.50
28.00,75.40
28.00,75.40
28.00,75.50
28.00,75.30
28.10,75.30
28.00,75.30
28.00,75.40
28.10,75.30
28.10,75.30
28.00,75.30
28.10,75.20
28.10,75.20
28.10,75.30
28.10,75.30
28.10,75.20
28.10,75.20
28.10,75.30
28.10,75.20
28.10,75.10
28.10,75.20
28.10,75.20
28.10,75.20
28.10,75.10
28.10,75.10
28.10,75.20
28.10,75.10
28.10,75.10
28.10,75.10
28.10,75.10
28.10,75.20
28.10,75.20
28.10,75.00
28.10,75.10
28.10,75.10
28.10,75.10
28.10,75.10
28.10,75.20
28.10,75.10
28.10,75.10
28.20,75.10
28.20,75.00
28.10,75.00
28.20,75.10
28.20,75.10
28.20,75.00
28.20,74.90
28.20,75.00
28.10,74.90
28.20,75.00
28.20,75.00
28.20,74.90
28.20,74.80
28.20,75.00
28.20,74.80
28.20,74.80
28.20,74.70
28.20,74.90
28.20,74.80
28.20,74.80
28.20,74.80
28.20,74.70
28.20,74.80
28.20,74.60
28.20,74.70
28.20,74.70
28.20,74.80
28.20,74.70
28.20,74.60
28.20,74.70
28.20,74.60
28.20,74.80
28.30,74.70
28.20,74.70
28.20,74.80
28.20,74.90
28.20,74.80
28.20,74.80
28.20,74.70
28.20,74.80
28.20,74.90
28.20,74.80
28.20,74.70
28.30,74.70
28.20,74.70
28.20,74.70
28.30,74.60
28.20,74.70
28.20,74.60
28.20,74.60
28.30,74.60
28.30,74.60
28.20,74.60
28.20,74.60
28.30,74.50
28.20,74.80
28.30,74.70
28.30,74.80
28.30,74.70
28.20,74.60
28.30,74.60
28.30,74.60
28.30,74.50
28.30,74.50
28.30,74.60
28.30,74.60
28.30,74.40
28.30,74.30
28.30,74.20
28.30,74.20
28.30,74.20
28.30,74.20
28.30,74.10
28.30,74.20
28.30,74.20
28.30,74.00
28.30,74.00
28.30,74.10
28.30,74.10
28.40,74.20
28.40,74.00
28.30,74.20
28.40,74.10
28.40,74.00
28.40,74.10
28.40,74.10
28.30,74.00
28.40,74.00
28.40,74.00
28.30,74.00
28.30,73.90
28.40,74.00
28.30,74.10
28.40,74.00
28.40,73.90
28.40,73.90
28.40,73.80
28.40,73.90
28.40,73.90
28.30,73.90
28.40,73.90
28.40,73.80
28.40,73.90
28.40,73.90
28.40,74.00
28.40,74.10
28.40,73.90
28.40,74.00
28.40,73.90
28.40,73.90
28.40,73.90
28.40,73.80
28.40,73.90
28.40,73.90
28.40,73.90
28.40,73.90
28.40,74.00
28.40,73.90
28.40,74.00
28.40,73.80
28.40,73.90
28.40,73.90
28.40,73.90
28.40,73.80
28.40,73.90
28.40,73.90
28.40,73.80
28.40,73.90
28.40,73.90
28.40,74.00
28.40,73.90
28.40,73.80
28.40,74.00
28.40,73.80
28.40,73.90
28.40,73.90
28.40,73.90
28.40,73.80
28.40,73.90
28.40,73.80
28.40,73.70
28.40,73.80
28.40,73.70
28.40,73.80
28.40,73.60
28.40,73.70
28.40,73.70
28.40,73.60
28.40,73.70
28.40,73.80
28.40,73.80
28.40,73.70
28.40,73.70
28.40,73.70
28.40,73.70
28.40,73.80
28.40,73.70
28.40,73.70
28.40,73.80
28.40,73.80
28.40,73.80
28.40,73.70
28.30,73.60
28.40,73.70
28.40,73.60
28.40,73.70
28.40,73.40
28.40,73.60
28.40,73.60
28.40,73.60
28.40,73.60
28.40,73.70
28.40,73.70
28.40,73.70
28.40,73.70
28.40,73.60
28.40,73.60
28.40,73.50
28.40,73.60
28.40,73.50
28.40,73.50
28.40,73.50
28.40,73.60
28.40,73.50
28.40,73.40
28.40,73.40
28.40,73.40
28.40,73.40
28.40,73.40
28.40,73.50
28.40,73.40
28.40,73.30
28.40,73.40
28.40,73.20
28.40,73.30
28.40,73.30
28.40,73.20
28.40,73.20
28.40,73.20
28.40,73.20
28.40,73.20
28.40,73.10
28.40,73.20
28.40,73.30
28.40,73.20
28.40,73.20
28.40,73.20
28.40,73.10
28.40,73.10
28.50,73.20
28.40,73.20
28.40,73.10
28.40,73.00
28.40,73.10
28.40,73.00
28.40,73.00
28.40,73.20
28.40,73.00
28.40,73.00
28.40,73.00
28.40,72.90
28.40,72.90
28.40,72.90
28.40,72.90
28.40,73.00
28.40,73.00
28.40,72.90
28.40,73.00
28.40,73.00
28.40,73.10
28.40,72.90
28.40,72.90
28.40,72.90
28.40,72.90
28.40,73.10
28.40,73.00
28.40,73.00
28.40,73.10
28.40,73.00
28.40,73.10
28.40,73.00
28.40,73.10
28.40,73.00
28.40,73.00
28.40,73.00
28.40,73.00
28.40,73.00
28.40,73.10
28.40,73.10
28.40,72.90
28.40,73.10
28.40,72.90
28.40,72.90
28.40,73.00
28.40,72.90
28.40,72.90
28.40,72.90
28.40,73.00
28.40,73.10
28.40,73.00
28.40,72.80
28.40,72.80
28.40,72.80
28.40,72.80
28.40,72.80
28.40,72.80
28.40,72.90
28.40,72.80
28.40,72.90
28.40,73.00
28.40,72.80
28.40,72.70
28.40,72.90
28.40,72.90
28.40,72.90
28.40,72.90
28.40,72.80
28.40,72.80
28.40,72.90
28.40,72.80
28.40,72.90
28.40,72.90
28.40,72.90
28.40,72.80
28.40,72.80
28.40,72.80
28.40,72.80
28.40,72.90
28.40,72.90
28.40,72.70
28.40,72.70
28.40,72.70
28.40,72.70
28.40,72.70
28.40,72.60
28.40,72.70
28.40,72.70
28.40,72.70
28.40,72.70
28.40,72.70
28.40,72.70
28.40,72.60
28.40,72.60
28.40,72.70
28.40,72.70
28.40,72.60
28.40,72.60
28.40,72.60
28.40,72.60
28.40,72.50
28.40,72.60
28.40,72.60
28.40,72.50
28.40,72.50
28.40,72.60
28.40,72.50
28.40,72.50
28.40,72.50
28.40,72.40
28.40,72.50
28.40,72.60
28.40,72.50
28.40,72.50
28.40,72.60
28.40,72.60
28.40,72.40
28.40,72.60
28.40,72.40
28.40,72.40
28.40,72.50
28.40,72.40
28.40,72.40
28.40,72.50
28.40,72.40
28.40,72.40
28.40,72.40
28.40,72.30
28.40,72.40
28.40,72.20
28.40,72.40
28.40,72.40
28.40,72.40
28.40,72.50
28.40,72.40
28.40,72.40
28.40,72.40
28.30,72.40
28.40,72.40
28.40,72.50
28.40,72.50
28.40,72.40
28.40,72.40
28.40,72.50
28.40,72.40
28.40,72.40
28.40,72.50
28.40,72.50
28.40,72.60
28.40,72.40
28.40,72.60
28.40,72.50
28.40,72.50
28.40,72.50
28.40,72.30
28.40,72.40
28.40,72.40
28.40,72.30
28.40,72.40
28.40,72.30
28.40,72.40
28.40,72.30
28.40,72.30
28.40,72.40
28.40,72.30
28.40,72.40
28.40,72.20
28.40,72.40
28.40,72.30
28.40,72.40
28.40,72.30
28.40,72.40
28.40,72.40
28.40,72.30
28.40,72.50
28.40,72.40
28.40,72.30
28.40,72.30
28.40,72.40
28.40,72.20
28.40,72.30
28.40,72.30
28.40,72.40
28.40,72.20
28.40,72.20
28.40,72.20
28.40,72.30
28.40,72.30
28.40,72.30
28.40,72.30
28.40,72.30
28.40,72.30
28.40,72.20
28.40,72.30
28.40,72.30
28.40,72.30
28.40,72.30
28.40,72.40
28.40,72.30
28.40,72.20
28.40,72.30
28.40,72.30
28.40,72.30
28.40,72.40
28.40,72.30
28.40,72.30
28.40,72.40
28.40,72.40
28.40,72.40
28.40,72.50
28.40,72.40
28.40,72.50
28.40,72.40
28.30,72.40
28.40,72.30
28.40,72.40
28.40,72.30
28.40,72.40
28.40,72.40
28.40,72.40
28.30,72.40
28.40,72.40
28.40,72.50
28.40,72.30
28.40,72.40
28.40,72.40
28.40,72.30
28.40,72.40
28.40,72.30
28.40,72.40
28.30,72.40
28.40,72.50
28.40,72.20
28.40,72.50
28.40,72.40
28.40,72.40
28.40,72.30
28.40,72.40
28.40,72.30
28.40,72.40
28.40,72.30
28.30,72.30
28.40,72.30
28.40,72.40
28.30,72.30
28.40,72.40
28.40,72.40
28.40,72.30
28.40,72.30
28.40,72.30
28.30,72.30
28.40,72.30
28.40,72.20
28.40,72.20
28.40,72.20
28.40,72.20
28.40,72.20
28.40,72.30
28.40,72.20
28.40,72.30
28.40,72.20
28.40,72.10
28.30,72.10
28.40,72.20
28.30,72.30
28.40,72.20
28.40,72.20
28.30,72.30
28.40,72.20
28.40,72.30
28.30,72.30
28.40,72.20
28.40,72.20
28.40,72.30
28.40,72.20
28.40,72.20
28.40,72.10
28.30,72.10
28.40,72.10
28.40,72.20
28.40,72.10
28.30,72.10
28.40,72.10
28.30,72.20
28.40,72.10
28.40,72.00
28.40,72.10
28.40,72.10
28.40,72.30
28.30,72.20
28.30,72.10
28.40,72.30
28.40,72.20
28.40,72.20
28.40,72.20
28.40,72.20
28.40,72.20
28.40,72.10
28.30,72.20
28.40,72.30
28.30,72.20
28.40,72.10
28.40,72.10
28.40,72.00
28.40,72.10
28.40,72.00
28.40,72.10
28.30,72.10
28.40,72.00
28.40,72.00
28.40,72.00
28.40,72.00
28.40,72.00
28.40,71.90
28.40,72.00
28.40,71.90
28.40,71.90
28.40,72.00
28.40,71.90
28.30,71.90
28.40,71.90
28.40,72.00
28.40,71.90
28.40,72.00
28.30,72.00
28.40,72.00
28.40,72.00
28.40,71.90
28.40,71.90
28.40,72.00
28.40,72.00
28.40,72.00
28.30,72.00
28.30,71.90
28.30,71.90
28.40,72.00
28.30,72.10
28.30,71.90
28.40,72.00
28.30,71.90
28.40,71.90
28.30,71.90
28.30,72.00
28.30,72.00
28.40,72.00
28.30,72.00
28.30,71.80
28.40,72.00
28.40,71.90
28.30,71.90
28.30,72.00
28.40,72.10
28.40,72.00
28.40,71.80
28.30,71.90
28.40,72.00
28.30,71.90
28.40,71.90
28.40,71.90
28.30,71.90
28.30,72.00
28.30,72.00
28.40,71.90
28.30,72.00
28.40,72.10
28.30,72.00
28.30,71.90
28.30,72.10
28.30,72.00
28.40,72.00
28.40,72.10
28.30,72.20
28.40,72.10
28.30,72.00
28.30,72.10
28.40,72.20
28.30,72.00
28.30,72.20
28.30,72.20
28.40,72.20
28.30,72.20
28.30,72.10
28.30,72.00
28.40,71.90
28.30,72.00
28.40,72.10
28.30,72.10
28.30,72.10
28.30,72.00
28.30,72.10
28.30,72.10
28.30,72.10
28.30,72.00
28.30,72.00
28.40,72.10
28.30,72.10
28.30,72.10
28.30,72.10
28.40,72.00
28.40,72.00
28.40,72.00
28.40,72.10
28.40,72.00
28.30,72.10
28.30,71.90
28.30,72.00
28.40,72.00
28.30,72.00
28.40,71.90
28.30,72.00
28.30,71.90
28.40,72.00
28.40,72.00
28.40,71.90
28.40,72.00
28.40,72.00
28.30,72.00
28.30,72.00
28.40,72.10
28.40,72.00
28.30,71.90
28.40,72.00
28.40,72.00
28.40,72.00
28.30,72.00
28.40,72.10
28.30,72.10
28.40,72.00
28.40,72.10
28.40,71.90
28.40,72.00
28.40,72.20
28.40,72.00
28.30,72.00
28.30,71.90
28.30,72.00
28.40,71.90
28.40,72.00
28.40,72.10
28.40,72.00
28.40,71.90
28.30,71.90
28.40,71.90
28.40,71.90
28.40,72.00
28.40,72.00
28.40,72.00
28.40,71.90
28.40,72.00
28.40,72.10
28.40,71.90
28.40,71.90
28.40,72.00
28.40,71.90
28.40,72.00
28.40,72.00
28.40,72.00
28.40,72.00
28.40,71.90
28.40,72.00
28.40,72.00
28.40,71.90
28.40,71.90
28.40,71.90
28.40,71.90
28.40,71.90
28.40,71.80
28.40,72.00
28.40,71.90
28.40,71.80
28.40,71.90
28.40,71.90
28.40,71.90
28.40,71.80
28.40,71.90
28.40,71.80
28.40,71.90
28.40,71.90
28.40,71.90
28.40,71.80
28.40,71.80
28.40,71.90
28.40,71.90
28.40,71.80
28.40,71.80
28.40,71.90
28.40,71.90
28.40,71.90
28.40,71.80
28.40,72.00
28.40,71.90
28.40,71.80
28.30,72.00
28.40,71.80
28.40,72.00
28.40,71.80
28.40,71.90
28.40,71.80
28.40,71.80
28.40,71.70
28.40,71.80
28.40,71.90
28.40,71.80
28.40,71.90
28.40,71.90
28.40,71.90
28.40,71.90
28.40,71.90
28.40,72.00
28.40,72.00
28.40,71.90
28.40,71.90
28.40,71.80
28.40,71.90
28.40,71.60
28.40,71.80
28.40,71.90
28.40,71.90
28.40,71.70
28.40,71.80
28.40,71.80
28.40,71.60
28.40,71.70
28.40,71.90
28.40,71.70
28.40,71.80
28.40,71.80
28.40,71.80
28.40,71.70
28.40,71.80
28.40,71.80
28.40,71.90
28.40,71.70
28.40,71.80
28.40,71.80
28.40,71.70
28.40,71.70
28.40,71.70
28.40,71.70
28.40,71.90
28.40,71.80
28.40,71.70
28.40,71.80
28.40,71.70
28.40,71.70
28.40,71.80
28.40,71.70
28.40,71.90
28.40,71.80
28.40,71.70
28.40,71.80
28.40,71.80
28.40,71.90
28.40,71.70
28.40,71.70
28.40,71.80
28.40,71.70
28.40,71.70
28.40,71.70
28.40,71.80
28.40,71.80
28.40,71.70
28.40,71.80
28.40,71.80
28.40,71.80
28.40,71.80
28.40,71.80
28.40,71.80
28.40,71.70
28.40,71.70
28.40,71.80
28.40,71.70
28.40,71.80
28.40,71.80
28.40,71.80
28.40,71.80
28.40,71.70
28.40,71.70
28.40,71.70
28.40,71.60
28.40,71.70
28.40,71.70
28.40,71.60
28.40,71.70
28.40,71.60
28.40,71.70
28.40,71.70
28.40,71.70
28.40,71.70
28.40,71.80
28.40,71.70
28.40,71.70
28.40,71.70
28.40,71.80
28.40,71.80
28.40,71.70
28.40,71.70
28.40,71.90
28.40,71.80
28.40,71.80
28.40,71.70
28.40,71.70
28.40,71.70
28.40,71.70
28.40,71.80
28.40,71.70
28.40,71.70
28.40,71.70
28.40,71.70
28.40,71.70
28.40,71.80
28.40,71.70
28.40,71.80
28.40,71.80
28.40,71.70
28.40,71.80
28.40,71.70
28.40,71.70
28.40,71.70
28.40,71.60
28.40,71.80
28.40,71.70
28.40,71.70
28.40,71.80
28.40,71.80
28.40,71.80
28.40,71.70
28.50,71.80
28.40,71.80
28.40,71.70
28.50,71.70
28.40,71.80
28.40,71.70
28.40,71.80
28.40,71.70
28.40,71.80
28.40,71.70
28.40,71.70
28.40,71.70
28.40,71.70
28.40,71.80
28.40,71.70
28.40,71.70
28.40,71.70
28.40,71.80
28.40,71.70
28.50,71.70
28.40,71.80
28.40,71.70
28.40,71.80
28.40,71.70
28.40,71.70
28.40,71.60
28.40,71.70
28.40,71.80
28.40,71.70
28.40,71.80
28.40,71.80
28.40,71.70
28.40,71.90
28.40,71.70
28.40,71.80
28.40,71.80
28.40,71.80
28.40,71.80
28.40,71.80
28.40,71.60
28.40,71.80
28.40,71.70
28.40,71.70
28.40,71.80
28.40,71.80
28.40,71.80
28.40,71.70
28.40,71.80
28.40,71.80
28.40,71.80
28.40,71.80
28.40,71.80
28.40,71.90
28.40,71.80
28.40,71.80
28.40,71.70
28.50,71.80
28.50,71.80
28.40,71.80
28.40,71.70
28.40,71.80
28.40,71.80
28.50,71.90
28.40,71.80
28.40,71.80
28.40,71.90
28.40,71.80
28.40,71.80
28.40,71.90
28.40,71.70
28.40,71.90
28.50,71.70
28.40,71.80
28.40,71.80
28.50,71.90
28.40,71.80
28.40,71.80
28.40,71.90
28.40,71.70
28.40,71.80
28.40,71.60
28.40,71.80
28.40,71.90
28.40,71.90
28.40,71.80
28.50,71.80
28.40,71.70
28.40,71.80
28.50,71.80
28.40,71.80
28.40,71.80
28.40,71.90
28.40,71.70
28.50,71.80
28.40,71.80
28.40,71.70
28.40,71.70
28.40,71.80
28.40,71.80
28.50,71.70
28.40,71.80
28.40,71.80
28.40,71.70
28.40,71.90
28.40,71.70
28.40,71.90
28.40,71.70
28.50,71.70
28.40,71.80
28.40,71.70
28.40,71.80
28.50,71.60
28.40,71.70
28.40,71.80
28.50,71.70
28.40,71.60
28.50,71.70
28.40,71.60
28.50,71.70
28.50,71.80
28.50,71.70
28.40,71.80
28.50,71.70
28.40,71.80
28.40,71.80
28.50,71.70
28.50,71.70
28.50,71.70
28.40,71.70
28.50,71.70
28.40,71.70
28.40,71.90
28.40,71.70
28.50,71.80
28.40,71.80
28.40,71.80
28.50,71.70
28.40,71.80
28.40,71.70
28.40,71.70
28.40,71.90
28.50,71.70
28.40,71.80
28.50,71.90
28.40,71.80
28.40,71.90
28.50,71.80
28.40,71.90
28.40,71.80
28.40,71.80
28.50,71.80
28.50,71.80
28.50,71.80
28.40,71.80
28.40,71.80
28.40,71.90
28.40,71.90
28.40,71.80
28.40,71.80
28.40,71.70
28.40,71.80
28.40,71.70
28.40,71.80
28.50,71.80
28.50,71.70
28.50,71.80
28.50,71.80
28.50,71.80
28.40,71.80
28.50,71.90
28.40,71.80
28.50,71.90
28.50,71.90
28.50,71.70
28.50,71.70
28.40,71.80
28.50,71.80
28.50,71.70
28.50,71.80
28.50,71.70
28.50,71.80
28.50,71.90
28.50,71.80
28.50,71.90
28.40,71.80
28.50,72.00
28.50,71.80
28.50,71.90
28.50,71.80
28.40,71.90
28.40,71.90
28.50,71.80
28.50,71.80
28.50,71.80
28.50,71.80
28.40,71.90
28.50,71.80
28.50,71.80
28.40,71.70
28.50,71.90
28.40,72.00
28.50,71.80
28.50,71.90
28.40,71.90
28.50,71.80
28.50,71.90
28.50,71.80
28.50,71.80
28.50,71.90
28.50,71.80
28.40,71.80
28.50,71.80
28.50,71.80
28.50,71.70
28.50,71.70
28.50,71.80
28.50,71.80
28.50,71.80
28.50,71.80
28.50,71.80
28.50,71.80
28.50,71.70
28.50,71.70
28.50,71.80
28.50,71.90
28.50,71.80
28.50,71.80
28.50,71.80
28.50,71.80
28.50,71.80
28.50,71.70
28.40,71.70
28.40,71.70
28.40,71.70
28.50,71.70
28.50,71.60
28.50,71.70
28.50,71.70
28.50,71.80
28.50,71.70
28.50,71.70
28.50,71.70
28.50,71.80
28.50,71.90
28.40,71.70
28.50,71.90
28.40,71.80
28.50,71.80
28.50,71.80
28.40,71.70
28.50,71.80
28.50,71.90
28.40,71.80
28.50,71.80
28.50,71.70
